#SampleID	Metaphlan2_Analysis
d_Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae	1
d_Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__Desulfomonilaceae	1
d_Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__Desulfomonilaceae|s__Desulfomonilaceae	1
d_Bacteria|p__Desulfobacterota|c__JACPFL01	1
d_Bacteria|p__Desulfobacterota|c__JACPFL01|o__JACPFL01	1
d_Bacteria|p__Desulfobacterota|c__JACPFL01|o__JACPFL01|f__JACPFL01	1
d_Bacteria|p__Desulfobacterota|c__JACPFL01|o__JACPFL01|f__JACPFL01|g__JACPFL01	1
d_Bacteria|p__Desulfobacterota|c__JACPFL01|o__JACPFL01|f__JACPFL01|g__JACPFL01|s__JACPFL01	1
d_Bacteria|p__Dormibacterota	11
d_Bacteria|p__Dormibacterota|c__Dormibacteria	11
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121	3
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121	3
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13	3
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13|s__CF-13	3
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales	4
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae	4
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16	2
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16|s__40CM-4-65-16	2
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161	1
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161|s__CF-161	1
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Dormibacteraceae	1
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__Dormibacteraceae|s__Dormibacteraceae	1
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260	4
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260	4
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__CF-96	2
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__CF-96|s__CF-96	2
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851	2
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851|s__Palsa-851	1
d_Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851|s__Palsa-851 sp003162415	1
d_Bacteria|p__Eisenbacteria	1
d_Bacteria|p__Eisenbacteria|c__RBG-16-71-46	1
d_Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01	1
d_Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01	1
d_Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01|g__JABDJR01	1
d_Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__JABDJR01|g__JABDJR01|s__JABDJR01	1
d_Bacteria|p__Eremiobacterota	11
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria	11
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales	11
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae	11
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Baltobacteraceae	5
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Baltobacteraceae|s__Baltobacteraceae	5
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea|s__Cybelea tyrphae	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter|s__Elarobacter	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Lustribacter	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Lustribacter|s__Lustribacter	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola	2
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola|s__Tumulicola	2
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Velthaea	1
d_Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Velthaea|s__Velthaea	1
d_Bacteria|p__Firmicutes	1
d_Bacteria|p__Firmicutes|c__Bacilli	1
d_Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales	1
d_Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae	1
d_Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus	1
d_Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus	1
d_Bacteria|p__Gemmatimonadota	16
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes	16
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales	14
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae	6
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__AG2	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__AG2|s__AG2	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231	2
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231|s__Fen-1231	2
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonadaceae	2
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonadaceae|s__Gemmatimonadaceae	2
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__UBA4720	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__UBA4720|s__UBA4720	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9	8
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7|s__20CM-2-65-7	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JABFSM01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JABFSM01|s__JABFSM01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01	3
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01|s__JACDDX01	3
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JAGGAG01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JAGGAG01|s__JAGGAG01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01|s__SPDF01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01|s__WVYX01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01|g__JACCXV01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__JACCXV01|g__JACCXV01|s__JACCXV01	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9|g__RSA9	1
d_Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9|g__RSA9|s__RSA9	1
d_Bacteria|p__Krumholzibacteriota	1
d_Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria	1
d_Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01	1
d_Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__WVZY01	1
d_Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__WVZY01|g__WVZY01	1
d_Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__WVZY01|g__WVZY01|s__WVZY01	1
d_Bacteria|p__Methylomirabilota	16
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia	16
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22|g__2-02-FULL-66-22	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22|g__2-02-FULL-66-22|s__2-02-FULL-66-22	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales	15
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6	15
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12	5
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12|s__AR12	5
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR37	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR37|s__AR37	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5	2
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5|s__AR5	2
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9|s__AR9	1
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__CSP1-6	4
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__CSP1-6|s__CSP1-6	4
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01	2
d_Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01|s__JACQFL01	2
d_Bacteria|p__Myxococcota	29
d_Bacteria|p__Myxococcota_A	2
d_Bacteria|p__Myxococcota_A|c__UBA9160	2
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01|s__VGRW01	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427|g__UBA4427	1
d_Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427|g__UBA4427|s__UBA4427	1
d_Bacteria|p__Myxococcota|c__Myxococcia	11
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	11
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19	3
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19	3
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19|s__40CM-4-68-19	3
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae	1
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267	1
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267|s__R267	1
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae	7
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01	4
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01|s__JADGRA01	4
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Myxococcaceae	2
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__Myxococcaceae|s__Myxococcaceae	2
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__RPRB01	1
d_Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__RPRB01|s__RPRB01	1
d_Bacteria|p__Myxococcota|c__Polyangia	18
d_Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01|s__JABFXX01	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A	9
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088	9
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1088	5
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1088|s__Fen-1088	5
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1118	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1118|s__Fen-1118	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01	3
d_Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01|s__JADGRB01	3
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales	8
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01|g__JAFGIB01	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01|g__JAFGIB01|s__JAFGIB01	1
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae	7
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150	2
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150|s__Palsa-1150	2
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095	2
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095|s__PMG-095	2
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Polyangiaceae	3
d_Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Polyangiaceae|s__Polyangiaceae	3
d_Bacteria|p__Nitrospirota	1
d_Bacteria|p__Nitrospirota|c__Nitrospiria	1
d_Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales	1
d_Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae	1
d_Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Palsa-1315	1
d_Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Palsa-1315|s__Palsa-1315	1
d_Bacteria|p__Patescibacteria	5
d_Bacteria|p__Patescibacteria|c__Paceibacteria	2
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A	2
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01	1
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01|g__GWA1-54-10	1
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01|g__GWA1-54-10|s__GWA1-54-10	1
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100	1
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103	1
d_Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103|s__UBA10103	1
d_Bacteria|p__Patescibacteria|c__Saccharimonadia	3
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales	2
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665	2
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150	2
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150|s__UBA5150	2
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664	1
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01	1
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__SCTI01	1
d_Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__SCTI01|s__SCTI01	1
d_Bacteria|p__Planctomycetota	16
d_Bacteria|p__Planctomycetota|c__Phycisphaerae	3
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales	3
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae	3
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Humisphaera	1
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Humisphaera|s__Humisphaera	1
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353	1
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353|s__PALSA-1353	1
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Tepidisphaeraceae	1
d_Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Tepidisphaeraceae|s__Tepidisphaeraceae	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia	13
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	6
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	6
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmataceae	6
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Gemmataceae|s__Gemmataceae	6
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__Isosphaeraceae	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__Isosphaeraceae|s__Isosphaeraceae	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	3
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01|s__JABDGM01	1
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulales	2
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulales|g__Pirellulales	2
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulales|g__Pirellulales|s__Pirellulales	2
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales	3
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	3
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomycetaceae	3
d_Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__Planctomycetaceae|s__Planctomycetaceae	3
d_Bacteria|p__Proteobacteria	248
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria	163
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales	21
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae	21
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma	6
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__Acidisoma	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__Acidisoma sp009765865	5
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidocella	7
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidocella|s__Acidocella	7
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01|s__LMUY01	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883	4
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883|s__Palsa-883	4
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila	3
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila|s__Rhodopila	3
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930	9
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae	9
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15|s__AP-15	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__REEB95	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__REEB95|s__REEB95	1
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__Stellaceae	4
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__Stellaceae|s__Stellaceae	4
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088	3
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088|s__URHD0088	3
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932	2
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932	2
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932	2
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932|s__BOG-932	2
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	7
d_Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	7
