#SampleID	Metaphlan2_Analysis
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__JAFAMB01|g__JAFAMB01|s__JAFAMB01	16
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__JAFAMB01|g__JAFAVN01	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__JAFAMB01|g__JAFAVN01|s__JAFAVN01	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae|g__Terrimicrobiaceae	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__Terrimicrobiaceae|g__Terrimicrobiaceae|s__Terrimicrobiaceae	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450	25
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV133	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV133|s__AV133	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV17	2
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV17|s__AV17	2
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40|s__AV40	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV69	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV69|s__AV69	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV80	8
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV80|s__AV80	8
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Palsa-1382	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Palsa-1382|s__Palsa-1382	3
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__UBA10450	2
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__UBA10450|s__UBA10450	2
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Udaeobacter	5
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__Udaeobacter|s__Udaeobacter	5
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474|g__GAS474	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Methylacidiphilales|f__GAS474|g__GAS474|s__GAS474	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales	5
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae	5
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__CAIUWA01	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__CAIUWA01|s__CAIUWA01	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447	4
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447|s__Palsa-1447	4
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales	6
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400|g__Palsa-1400	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Palsa-1400|g__Palsa-1400|s__Palsa-1400	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358	4
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358|g__UBA11358	4
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA11358|g__UBA11358|s__UBA11358	4
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199|g__PSRM01	1
d_Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__UBA8199|g__PSRM01|s__PSRM01	1
